Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
org.jfree.chart.axis.CyclicNumberAxisTest,"1,00",1,4
org.jfree.chart.axis.DateAxis,"3,00",26,153
org.jfree.chart.axis.DateAxis.DefaultTimeline,"1,38",4,11
org.jfree.chart.axis.DateAxisTest,"1,00",1,25
org.jfree.chart.axis.DateAxisTest.MyDateAxis,"1,00",1,2
org.jfree.chart.axis.DateTick,"1,60",4,8
org.jfree.chart.axis.DateTickMarkPosition,n/a,n/a,0
org.jfree.chart.axis.DateTickMarkPositionTest,"1,00",1,3
org.jfree.chart.axis.DateTickTest,"1,00",1,4
org.jfree.chart.axis.DateTickUnit,"1,88",8,32
org.jfree.chart.axis.DateTickUnitTest,"1,00",1,3
org.jfree.chart.axis.DateTickUnitType,"1,00",1,2
org.jfree.chart.axis.ExtendedCategoryAxis,"1,82",6,20
org.jfree.chart.axis.ExtendedCategoryAxisTest,"1,00",1,5
org.jfree.chart.axis.LogAxis,"2,42",8,97
org.jfree.chart.axis.LogAxisTest,"1,00",1,12
org.jfree.chart.axis.LogTick,"1,00",1,2
org.jfree.chart.axis.LogarithmicAxis,"4,07",27,114
org.jfree.chart.axis.LogarithmicAxisTest,"1,00",1,10
org.jfree.chart.axis.LogarithmicAxisTest.MyLogarithmicAxis,"1,00",1,2
org.jfree.chart.axis.MarkerAxisBand,"2,57",9,18
org.jfree.chart.axis.MarkerAxisBandTest,"1,00",1,3
org.jfree.chart.axis.ModuloAxis,"2,35",6,40
org.jfree.chart.axis.ModuloAxisTest,"1,00",1,4
org.jfree.chart.axis.MonthDateFormat,"1,90",7,19
org.jfree.chart.axis.MonthDateFormatTest,"1,00",1,4
org.jfree.chart.axis.NumberAxis,"2,95",17,112
org.jfree.chart.axis.NumberAxisTest,"1,00",1,12
org.jfree.chart.axis.NumberTick,"1,00",1,3
org.jfree.chart.axis.NumberTickUnit,"1,71",5,12
org.jfree.chart.axis.NumberTickUnitSource,"3,25",7,39
org.jfree.chart.axis.NumberTickUnitTest,"1,00",1,4
org.jfree.chart.axis.PeriodAxis,"2,50",19,115
org.jfree.chart.axis.PeriodAxisLabelInfo,"1,62",11,26
org.jfree.chart.axis.PeriodAxisLabelInfoTest,"1,00",1,5
org.jfree.chart.axis.PeriodAxisTest,"1,00",1,8
org.jfree.chart.axis.QuarterDateFormat,"1,71",5,12
org.jfree.chart.axis.QuarterDateFormatTest,"1,00",1,4
org.jfree.chart.axis.StandardTickUnitSource,"1,17",2,7
org.jfree.chart.axis.StandardTickUnitSourceTest,"1,00",1,2
org.jfree.chart.axis.SubCategoryAxis,"2,86",13,40
org.jfree.chart.axis.SubCategoryAxisTest,"1,00",1,5
org.jfree.chart.axis.SymbolAxis,"3,29",11,69
org.jfree.chart.axis.SymbolAxisTest,"1,00",1,3
org.jfree.chart.axis.Tick,"1,75",7,14
org.jfree.chart.axis.TickType,n/a,n/a,0
org.jfree.chart.axis.TickUnit,"2,00",5,16
org.jfree.chart.axis.TickUnits,"1,56",3,14
org.jfree.chart.axis.TickUnitsTest,"1,00",1,3
org.jfree.chart.axis.ValueAxis,"2,36",19,163
org.jfree.chart.axis.ValueAxisTest,"1,00",1,4
org.jfree.chart.axis.ValueTick,"1,80",5,9
org.jfree.chart.block.AbstractBlock,"1,45",10,55
org.jfree.chart.block.AbstractBlockTest,"1,00",1,3
org.jfree.chart.block.BlockBorder,"1,73",5,19
org.jfree.chart.block.BlockBorderTest,"1,00",1,3
org.jfree.chart.block.BlockContainer,"1,73",7,26
org.jfree.chart.block.BlockContainerTest,"1,00",1,3
org.jfree.chart.block.BlockParams,"1,00",1,7
org.jfree.chart.block.BlockResult,"1,00",1,3
org.jfree.chart.block.BorderArrangement,"6,45",13,71
org.jfree.chart.block.BorderArrangementTest,"1,00",1,6
org.jfree.chart.block.CenterArrangement,"2,38",13,31
org.jfree.chart.block.ColorBlock,"1,33",4,12
org.jfree.chart.block.ColorBlockTest,"1,00",1,3
org.jfree.chart.block.ColumnArrangement,"3,82",13,42
org.jfree.chart.block.ColumnArrangementTest,"1,00",1,3
org.jfree.chart.block.EmptyBlock,"1,00",1,5
org.jfree.chart.block.EmptyBlockTest,"1,00",1,3
org.jfree.chart.block.FlowArrangement,"3,29",13,46
org.jfree.chart.block.FlowArrangementTest,"1,00",1,3
org.jfree.chart.block.GridArrangement,"3,64",13,51
org.jfree.chart.block.GridArrangementTest,"1,00",1,19
org.jfree.chart.block.LabelBlock,"1,55",9,34
org.jfree.chart.block.LabelBlockTest,"1,00",1,3
org.jfree.chart.block.LengthConstraintType,n/a,n/a,0
org.jfree.chart.block.LineBorder,"2,11",6,19
org.jfree.chart.block.LineBorderTest,"1,00",1,3
org.jfree.chart.block.RectangleConstraint,"1,74",13,33
org.jfree.chart.block.RectangleConstraintTest,"1,00",1,1
org.jfree.chart.block.Size2D,"1,40",5,14
org.jfree.chart.date.SerialDate,"2,36",7,78
org.jfree.chart.date.SpreadsheetDate,"1,70",6,34
org.jfree.chart.encoders.EncoderUtil,"1,00",1,8
org.jfree.chart.encoders.ImageEncoderFactory,"1,33",3,8
org.jfree.chart.encoders.SunJPEGEncoderAdapter,"1,14",2,8
org.jfree.chart.encoders.SunPNGEncoderAdapter,"1,00",1,6
org.jfree.chart.entity.AxisEntity,"1,60",7,16
org.jfree.chart.entity.CategoryItemEntity,"1,56",6,14
org.jfree.chart.entity.CategoryItemEntityTest,"1,00",1,3
org.jfree.chart.entity.CategoryLabelEntity,"1,60",4,8
org.jfree.chart.entity.CategoryLabelEntityTest,"1,00",1,3
org.jfree.chart.entity.ChartEntity,"1,85",7,37
org.jfree.chart.entity.FlowEntity,"1,40",3,7
org.jfree.chart.entity.FlowEntityTest,"1,00",1,3
org.jfree.chart.entity.JFreeChartEntity,"1,60",7,16
org.jfree.chart.entity.LegendItemEntity,"1,62",6,13
org.jfree.chart.entity.LegendItemEntityTest,"1,00",1,3
org.jfree.chart.entity.NodeEntity,"1,00",1,4
org.jfree.chart.entity.PieSectionEntity,"1,50",7,18
org.jfree.chart.entity.PieSectionEntityTest,"1,00",1,3
org.jfree.chart.entity.PlotEntity,"1,60",7,16
org.jfree.chart.entity.StandardEntityCollection,"1,42",3,17
org.jfree.chart.entity.StandardEntityCollectionTest,"1,00",1,3
org.jfree.chart.entity.TickLabelEntity,"1,00",1,1
org.jfree.chart.entity.TickLabelEntityTest,"1,00",1,3
org.jfree.chart.entity.TitleEntity,"1,60",7,16
org.jfree.chart.entity.XYAnnotationEntity,"2,00",5,8
org.jfree.chart.entity.XYItemEntity,"1,44",5,13
org.jfree.chart.entity.XYItemEntityTest,"1,00",1,3
org.jfree.chart.event.AnnotationChangeEvent,"1,00",1,2
org.jfree.chart.event.AxisChangeEvent,"1,00",1,2
org.jfree.chart.event.ChartChangeEvent,"1,00",1,7
org.jfree.chart.event.ChartChangeEventType,n/a,n/a,0
org.jfree.chart.event.ChartProgressEvent,"1,00",1,7
org.jfree.chart.event.ChartProgressEventType,n/a,n/a,0
org.jfree.chart.event.MarkerChangeEvent,"1,00",1,2
org.jfree.chart.event.PlotChangeEvent,"1,00",1,2
org.jfree.chart.event.RendererChangeEvent,"1,00",1,4
org.jfree.chart.event.TitleChangeEvent,"1,00",1,2
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,"1,00",1,3
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGeneratorTest,"1,00",1,1
org.jfree.chart.imagemap.ImageMapUtils,"3,29",8,23
org.jfree.chart.imagemap.ImageMapUtilsTest,"1,00",1,5
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,"1,00",1,2
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGeneratorTest,"1,00",1,1
org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,"1,00",1,2
org.jfree.chart.imagemap.StandardToolTipTagFragmentGeneratorTest,"1,00",1,1
org.jfree.chart.imagemap.StandardURLTagFragmentGenerator,"1,00",1,2
org.jfree.chart.imagemap.StandardURLTagFragmentGeneratorTest,"1,00",1,1
org.jfree.chart.internal.Args,"2,00",2,10
org.jfree.chart.internal.ArgsTest,"1,00",1,1
org.jfree.chart.internal.ArrayUtils,"5,17",10,31
org.jfree.chart.internal.CloneUtils,"3,25",4,13
org.jfree.chart.internal.CloneUtilsTest,"1,00",1,2
org.jfree.chart.internal.HashUtils,"1,90",3,19
org.jfree.chart.internal.HashUtilsTest,"1,00",1,1
org.jfree.chart.internal.LineUtils,"7,50",14,15
org.jfree.chart.internal.LineUtilsTest,"2,33",5,7
org.jfree.chart.internal.PaintUtils,"4,00",7,20
org.jfree.chart.internal.SerialUtils,"3,94",15,71
org.jfree.chart.internal.SerialUtilsTest,"1,00",1,2
org.jfree.chart.internal.SerialUtilsTest.ObjectWithMapOfPaint,"1,00",1,4
org.jfree.chart.internal.SerialUtilsTest.ObjectWithMapOfStroke,"1,00",1,4
org.jfree.chart.internal.ShapeUtils,"2,19",8,46
org.jfree.chart.internal.ShapeUtilsTest,"1,00",1,5
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,"1,85",6,24
org.jfree.chart.labels.AbstractPieItemLabelGenerator,"2,22",6,20
org.jfree.chart.labels.AbstractXYItemLabelGenerator,"1,94",9,31
org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,"1,75",3,7
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest,"1,00",1,5
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,"2,00",3,8
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest,"1,00",1,5
org.jfree.chart.labels.BubbleXYItemLabelGenerator,"1,90",6,19
org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest,"1,00",1,6
org.jfree.chart.labels.CustomXYItemLabelGeneratorTest,"1,00",1,3
org.jfree.chart.labels.CustomXYToolTipGenerator,"2,25",6,18
org.jfree.chart.labels.HighLowItemLabelGenerator,"3,00",7,21
org.jfree.chart.labels.HighLowItemLabelGeneratorTest,"1,00",1,5
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,"2,25",6,9
org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest,"1,00",1,5
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,"2,17",6,13
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest,"1,00",1,6
org.jfree.chart.labels.IntervalXYItemLabelGenerator,"2,10",10,21
org.jfree.chart.labels.IntervalXYToolTipGenerator,"2,10",10,21
org.jfree.chart.labels.ItemLabelAnchor,n/a,n/a,0
org.jfree.chart.labels.ItemLabelAnchorTest,"1,00",1,2
org.jfree.chart.labels.ItemLabelPosition,"1,67",7,15
org.jfree.chart.labels.ItemLabelPositionTest,"1,00",1,2
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,"2,11",6,19
org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest,"1,00",1,5
org.jfree.chart.labels.StandardCategoryItemLabelGenerator,"1,29",3,9
org.jfree.chart.labels.StandardCategoryItemLabelGeneratorTest,"1,00",1,7
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,"1,43",4,10
org.jfree.chart.labels.StandardCategorySeriesLabelGeneratorTest,"1,00",1,6
org.jfree.chart.labels.StandardCategoryToolTipGenerator,"1,33",3,8
org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest,"1,00",1,6
org.jfree.chart.labels.StandardCrosshairLabelGenerator,"1,57",5,11
org.jfree.chart.labels.StandardFlowLabelGenerator,"1,40",3,7
org.jfree.chart.labels.StandardFlowLabelGeneratorTest,"1,00",1,2
org.jfree.chart.labels.StandardPieSectionLabelGenerator,"1,25",4,15
org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest,"1,00",1,5
org.jfree.chart.labels.StandardPieToolTipGenerator,"1,00",1,7
org.jfree.chart.labels.StandardPieToolTipGeneratorTest,"1,00",1,5
org.jfree.chart.labels.StandardXYItemLabelGenerator,"1,20",3,12
org.jfree.chart.labels.StandardXYItemLabelGeneratorTest,"1,00",1,5
org.jfree.chart.labels.StandardXYSeriesLabelGenerator,"1,43",4,10
org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,"1,00",1,6
org.jfree.chart.labels.StandardXYToolTipGenerator,"1,20",3,12
org.jfree.chart.labels.StandardXYToolTipGeneratorTest,"1,00",1,5
org.jfree.chart.labels.StandardXYZToolTipGenerator,"1,80",6,18
org.jfree.chart.labels.StandardXYZToolTipGeneratorTest,"1,00",1,5
org.jfree.chart.labels.SymbolicXYItemLabelGenerator,"2,00",4,12
org.jfree.chart.labels.SymbolicXYItemLabelGeneratorTest,"1,00",1,5
org.jfree.chart.legend.LegendGraphic,"2,03",16,77
org.jfree.chart.legend.LegendGraphicTest,"1,00",1,5
org.jfree.chart.legend.LegendItem,"1,50",22,87
org.jfree.chart.legend.LegendItemBlockContainer,"1,22",3,11
org.jfree.chart.legend.LegendItemCollection,"1,33",4,12
org.jfree.chart.legend.LegendRenderingOrder,n/a,n/a,0
org.jfree.chart.legend.LegendTitle,"1,83",13,64
org.jfree.chart.legend.LegendTitleTest,"1,00",1,4
org.jfree.chart.legend.PaintScaleLegend,"2,41",15,70
org.jfree.chart.legend.PaintScaleLegendTest,"1,00",1,4
org.jfree.chart.plot.CategoryCrosshairState,"1,86",4,13
org.jfree.chart.plot.CategoryMarker,"1,67",6,15
org.jfree.chart.plot.CategoryMarkerTest,"1,00",1,6
org.jfree.chart.plot.CategoryPlot,"2,65",52,597
org.jfree.chart.plot.CategoryPlotTest,"1,00",1,37
org.jfree.chart.plot.CenterTextMode,n/a,n/a,0
org.jfree.chart.plot.CombinedDomainCategoryPlot,"2,77",12,72
org.jfree.chart.plot.CombinedDomainCategoryPlotTest,"1,00",1,9
org.jfree.chart.plot.CombinedDomainXYPlot,"2,77",11,86
org.jfree.chart.plot.CombinedDomainXYPlotTest,"1,00",1,10
org.jfree.chart.plot.CombinedRangeCategoryPlot,"2,95",11,62
org.jfree.chart.plot.CombinedRangeCategoryPlotTest,"1,00",1,9
org.jfree.chart.plot.CombinedRangeXYPlot,"2,72",11,79
org.jfree.chart.plot.CombinedRangeXYPlotTest,"1,00",1,9
org.jfree.chart.plot.Crosshair,"1,43",18,57
org.jfree.chart.plot.CrosshairState,"1,42",5,27
org.jfree.chart.plot.CrosshairTest,"1,00",1,5
org.jfree.chart.plot.DatasetRenderingOrder,n/a,n/a,0
org.jfree.chart.plot.DefaultDrawingSupplier,"2,59",13,44
org.jfree.chart.plot.DefaultDrawingSupplierTest,"1,00",1,3
org.jfree.chart.plot.DialShape,n/a,n/a,0
org.jfree.chart.plot.FastScatterPlot,"1,96",16,98
org.jfree.chart.plot.FastScatterPlotTest,"1,17",2,7
org.jfree.chart.plot.IntervalMarker,"1,55",7,17
org.jfree.chart.plot.IntervalMarkerTest,"1,00",1,6
org.jfree.chart.plot.Marker,"1,50",16,57
org.jfree.chart.plot.MarkerTest,"1,00",1,15
org.jfree.chart.plot.MeterInterval,"1,70",8,17
org.jfree.chart.plot.MeterIntervalTest,"1,00",1,3
org.jfree.chart.plot.MeterPlot,"2,05",22,117
org.jfree.chart.plot.MeterPlotTest,"1,00",1,4
org.jfree.chart.plot.MyPlotChangeListener,"1,00",1,4
org.jfree.chart.plot.Plot,"2,30",18,154
org.jfree.chart.plot.PlotOrientation,"1,00",1,2
org.jfree.chart.plot.PlotOrientationTest,"1,00",1,2
org.jfree.chart.plot.PlotRenderingInfo,"1,67",6,25
org.jfree.chart.plot.PlotRenderingInfoTest,"1,00",1,3
org.jfree.chart.plot.PlotState,"1,00",1,2
org.jfree.chart.plot.PlotTest,"1,00",1,1
org.jfree.chart.plot.PolarAxisLocation,n/a,n/a,0
org.jfree.chart.plot.PolarPlot,"2,35",22,221
org.jfree.chart.plot.PolarPlotTest,"1,00",1,8
org.jfree.chart.plot.RingPlot,"2,07",20,62
org.jfree.chart.plot.RingPlotTest,"1,00",1,3
org.jfree.chart.plot.SeriesRenderingOrder,n/a,n/a,0
org.jfree.chart.plot.SpiderWebPlot,"2,05",26,127
org.jfree.chart.plot.SpiderWebPlotTest,"1,00",1,5
org.jfree.chart.plot.ThermometerPlot,"2,10",27,153
org.jfree.chart.plot.ThermometerPlotTest,"1,00",1,4
org.jfree.chart.plot.ValueMarker,"1,67",5,10
org.jfree.chart.plot.ValueMarkerTest,"1,00",1,7
org.jfree.chart.plot.WaferMapPlot,"2,36",8,33
org.jfree.chart.plot.XYCrosshairState,"1,00",1,1
org.jfree.chart.plot.XYPlot,"2,73",57,645
org.jfree.chart.plot.XYPlotTest,"1,00",1,47
org.jfree.chart.plot.compass.ArrowNeedle,"2,40",5,12
org.jfree.chart.plot.compass.ArrowNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.CompassPlot,"2,49",13,87
org.jfree.chart.plot.compass.CompassPlotTest,"1,00",1,3
org.jfree.chart.plot.compass.LineNeedle,"1,75",3,7
org.jfree.chart.plot.compass.LineNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.LongNeedle,"2,40",6,12
org.jfree.chart.plot.compass.LongNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.MeterNeedle,"1,60",10,40
org.jfree.chart.plot.compass.MeterNeedleTest,"1,00",1,1
org.jfree.chart.plot.compass.MiddlePinNeedle,"2,25",4,9
org.jfree.chart.plot.compass.MiddlePinNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.PinNeedle,"2,25",4,9
org.jfree.chart.plot.compass.PinNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.PlumNeedle,"2,00",4,8
org.jfree.chart.plot.compass.PlumNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.PointerNeedle,"2,75",5,11
org.jfree.chart.plot.compass.PointerNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.ShipNeedle,"2,00",4,8
org.jfree.chart.plot.compass.ShipNeedleTest,"1,00",1,3
org.jfree.chart.plot.compass.WindNeedle,"2,00",4,8
org.jfree.chart.plot.compass.WindNeedleTest,"1,00",1,3
org.jfree.chart.plot.dial.AbstractDialLayer,"1,36",3,15
org.jfree.chart.plot.dial.AbstractDialLayerTest,"1,00",1,3
org.jfree.chart.plot.dial.ArcDialFrame,"1,44",10,36
org.jfree.chart.plot.dial.ArcDialFrameTest,"1,00",1,4
org.jfree.chart.plot.dial.DialBackground,"1,38",5,18
org.jfree.chart.plot.dial.DialBackgroundTest,"1,00",1,4
org.jfree.chart.plot.dial.DialCap,"1,44",7,23
org.jfree.chart.plot.dial.DialCapTest,"1,00",1,4
org.jfree.chart.plot.dial.DialLayerChangeEvent,"1,00",1,2
org.jfree.chart.plot.dial.DialPlot,"1,90",12,80
org.jfree.chart.plot.dial.DialPlotTest,"1,00",1,10
org.jfree.chart.plot.dial.DialPointer,"1,40",1,14
org.jfree.chart.plot.dial.DialPointer.Pin,"1,36",5,15
org.jfree.chart.plot.dial.DialPointer.Pointer,"1,38",6,18
org.jfree.chart.plot.dial.DialPointerTest,"1,00",1,7
org.jfree.chart.plot.dial.DialTextAnnotation,"1,45",9,29
org.jfree.chart.plot.dial.DialTextAnnotationTest,"1,00",1,4
org.jfree.chart.plot.dial.DialValueIndicator,"1,50",17,60
org.jfree.chart.plot.dial.DialValueIndicatorTest,"1,00",1,4
org.jfree.chart.plot.dial.MyDialLayerChangeListener,"1,00",1,2
org.jfree.chart.plot.dial.StandardDialFrame,"1,41",7,24
org.jfree.chart.plot.dial.StandardDialFrameTest,"1,00",1,4
org.jfree.chart.plot.dial.StandardDialRange,"1,55",9,34
org.jfree.chart.plot.dial.StandardDialRangeTest,"1,00",1,4
org.jfree.chart.plot.dial.StandardDialScale,"1,65",20,81
org.jfree.chart.plot.dial.StandardDialScaleTest,"1,00",1,6
org.jfree.chart.plot.flow.FlowPlot,"2,59",33,88
org.jfree.chart.plot.flow.FlowPlotTest,"1,00",1,15
org.jfree.chart.plot.pie.AbstractPieLabelDistributor,"1,00",1,5
org.jfree.chart.plot.pie.MultiplePiePlot,"2,54",13,61
org.jfree.chart.plot.pie.MultiplePiePlotTest,"1,00",1,6
org.jfree.chart.plot.pie.PieLabelDistributor,"2,89",5,26
org.jfree.chart.plot.pie.PieLabelLinkStyle,n/a,n/a,0
org.jfree.chart.plot.pie.PieLabelRecord,"1,81",11,29
org.jfree.chart.plot.pie.PieLabelRecordTest,"1,00",1,3
org.jfree.chart.plot.pie.PiePlot,"2,22",50,293
org.jfree.chart.plot.pie.PiePlotState,"1,00",1,21
org.jfree.chart.plot.pie.PiePlotTest,"1,00",1,16
org.jfree.chart.plot.pie.PiePlotTest.NullLegendLabelGenerator,"1,00",1,2
org.jfree.chart.renderer.AbstractRenderer,"1,96",47,310
org.jfree.chart.renderer.AbstractRendererTest,"1,00",1,14
org.jfree.chart.renderer.AbstractRendererTest.MyRendererChangeListener,"1,00",1,2
org.jfree.chart.renderer.AbstractRendererTest.TestRenderer,"1,00",1,1
org.jfree.chart.renderer.AreaRendererEndType,n/a,n/a,0
org.jfree.chart.renderer.AreaRendererEndTypeTest,"1,00",1,2
org.jfree.chart.renderer.DefaultPolarItemRenderer,"2,32",15,88
org.jfree.chart.renderer.DefaultPolarItemRendererTest,"1,00",1,4
org.jfree.chart.renderer.GrayPaintScale,"1,70",6,17
org.jfree.chart.renderer.GrayPaintScaleTest,"1,00",1,5
org.jfree.chart.renderer.LookupPaintScale,"2,55",10,28
org.jfree.chart.renderer.LookupPaintScale.PaintItem,"2,20",5,11
org.jfree.chart.renderer.LookupPaintScaleTest,"1,00",1,6
org.jfree.chart.renderer.NotOutlierException,"1,00",1,1
org.jfree.chart.renderer.Outlier,"1,55",5,17
org.jfree.chart.renderer.OutlierList,"1,22",2,11
org.jfree.chart.renderer.OutlierListCollection,"1,50",5,12
org.jfree.chart.renderer.OutlierTest,"1,00",1,4
org.jfree.chart.renderer.RendererChangeDetector,"1,00",1,4
org.jfree.chart.renderer.RendererState,"1,40",3,7
org.jfree.chart.renderer.RendererUtils,"10,67",15,32
org.jfree.chart.renderer.RendererUtilsTest,"1,00",1,11
org.jfree.chart.renderer.WaferMapRenderer,"3,00",7,45
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"2,76",19,163
org.jfree.chart.renderer.category.AbstractCategoryItemRendererTest,"1,00",1,11
org.jfree.chart.renderer.category.AreaRenderer,"4,29",16,30
org.jfree.chart.renderer.category.AreaRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.BarRenderer,"2,73",26,134
org.jfree.chart.renderer.category.BarRendererTest,"1,00",1,9
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,"2,97",23,101
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest,"1,00",1,22
org.jfree.chart.renderer.category.CategoryItemRendererState,"1,45",4,16
org.jfree.chart.renderer.category.CategoryStepRenderer,"3,11",10,28
org.jfree.chart.renderer.category.CategoryStepRenderer.State,"1,00",1,1
org.jfree.chart.renderer.category.CategoryStepRendererTest,"1,00",1,5
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,n/a,n/a,0
org.jfree.chart.renderer.category.DefaultCategoryItemRendererTest,"1,00",1,5
org.jfree.chart.renderer.category.GanttRenderer,"3,44",18,55
org.jfree.chart.renderer.category.GanttRendererTest,"1,00",1,5
org.jfree.chart.renderer.category.GradientBarPainter,"3,44",9,31
org.jfree.chart.renderer.category.GradientBarPainterTest,"1,00",1,4
org.jfree.chart.renderer.category.GroupedStackedBarRenderer,"4,57",14,32
org.jfree.chart.renderer.category.GroupedStackedBarRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.IntervalBarRenderer,"3,80",12,19
org.jfree.chart.renderer.category.IntervalBarRendererTest,"1,00",1,7
org.jfree.chart.renderer.category.LayeredBarRenderer,"6,11",18,55
org.jfree.chart.renderer.category.LayeredBarRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.LevelRenderer,"2,69",8,35
org.jfree.chart.renderer.category.LevelRendererTest,"1,00",1,8
org.jfree.chart.renderer.category.LineAndShapeRenderer,"2,29",24,80
org.jfree.chart.renderer.category.LineAndShapeRendererTest,"2,50",13,20
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,"1,88",13,47
org.jfree.chart.renderer.category.MinMaxCategoryRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.ScatterRenderer,"2,21",12,53
org.jfree.chart.renderer.category.ScatterRendererTest,"1,57",5,11
org.jfree.chart.renderer.category.StackedAreaRenderer,"3,64",16,40
org.jfree.chart.renderer.category.StackedAreaRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.StackedBarRenderer,"4,11",19,37
org.jfree.chart.renderer.category.StackedBarRendererTest,"1,00",1,6
org.jfree.chart.renderer.category.StandardBarPainter,"3,50",9,21
org.jfree.chart.renderer.category.StandardBarPainterTest,"1,00",1,4
org.jfree.chart.renderer.category.StatisticalBarRenderer,"4,50",18,54
org.jfree.chart.renderer.category.StatisticalBarRendererTest,"1,00",1,11
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,"3,75",30,45
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest,"1,00",1,8
org.jfree.chart.renderer.category.WaterfallBarRenderer,"2,73",14,41
org.jfree.chart.renderer.category.WaterfallBarRendererTest,"1,00",1,6
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,"3,13",20,169
org.jfree.chart.renderer.xy.AbstractXYItemRendererTest,"1,00",1,8
org.jfree.chart.renderer.xy.CandlestickRenderer,"2,57",26,77
org.jfree.chart.renderer.xy.CandlestickRendererTest,"1,00",1,7
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,"4,12",18,33
org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest,"1,00",1,7
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,"7,20",32,36
org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,"1,25",2,15
