Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
org.jfree.chart.plot.dial.DialPointer.Pointer.getWidthRadius(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.setFillPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.setOutlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.setWidthRadius(double),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.Pointer.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.clone(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.equals(Object),4,5,1,5
org.jfree.chart.plot.dial.DialPointer.getDatasetIndex(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.getRadius(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.setDatasetIndex(int),0,1,1,1
org.jfree.chart.plot.dial.DialPointer.setRadius(double),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testEqualsPin(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testEqualsPointer(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.DialPointerTest.testSerialization2(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.DialTextAnnotation(String),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.clone(),0,1,1,1
"org.jfree.chart.plot.dial.DialTextAnnotation.draw(Graphics2D, DialPlot, Rectangle2D, Rectangle2D)",0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.equals(Object),8,9,1,9
org.jfree.chart.plot.dial.DialTextAnnotation.getAnchor(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.getAngle(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.getFont(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.getLabel(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.getPaint(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.getRadius(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setAnchor(TextAnchor),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setAngle(double),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setFont(Font),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setLabel(String),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotation.setRadius(double),1,2,1,2
org.jfree.chart.plot.dial.DialTextAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotationTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialTextAnnotationTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.DialValueIndicator(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.DialValueIndicator(int),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.clone(),0,1,1,1
"org.jfree.chart.plot.dial.DialValueIndicator.draw(Graphics2D, DialPlot, Rectangle2D, Rectangle2D)",1,1,2,2
org.jfree.chart.plot.dial.DialValueIndicator.equals(Object),16,17,1,17
"org.jfree.chart.plot.dial.DialValueIndicator.fixToRange(double, double, double)",4,4,1,4
org.jfree.chart.plot.dial.DialValueIndicator.getAngle(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getBackgroundPaint(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getDatasetIndex(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getFont(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getFrameAnchor(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getInsets(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getMaxTemplateValue(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getNumberFormat(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getOutlinePaint(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getOutlineStroke(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getPaint(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getRadius(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getTemplateValue(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getTextAnchor(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.getValueAnchor(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setAngle(double),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setDatasetIndex(int),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setFont(Font),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setFrameAnchor(RectangleAnchor),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setInsets(RectangleInsets),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setMaxTemplateValue(Number),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setNumberFormat(NumberFormat),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setOutlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setOutlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setRadius(double),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setTemplateValue(Number),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setTextAnchor(TextAnchor),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.setValueAnchor(RectangleAnchor),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicator.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicatorTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicatorTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicatorTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.DialValueIndicatorTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.MyDialLayerChangeListener.MyDialLayerChangeListener(),0,1,1,1
org.jfree.chart.plot.dial.MyDialLayerChangeListener.dialLayerChanged(DialLayerChangeEvent),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.StandardDialFrame(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.clone(),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialFrame.draw(Graphics2D, DialPlot, Rectangle2D, Rectangle2D)",0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.equals(Object),6,7,1,7
org.jfree.chart.plot.dial.StandardDialFrame.getBackgroundPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.getForegroundPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.getRadius(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.getStroke(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.getWindow(Rectangle2D),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.setBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.setForegroundPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.setRadius(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialFrame.setStroke(Stroke),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrame.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrameTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrameTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrameTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialFrameTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.StandardDialRange(),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialRange.StandardDialRange(double, double, Paint)",0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.clone(),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialRange.draw(Graphics2D, DialPlot, Rectangle2D, Rectangle2D)",1,2,1,2
org.jfree.chart.plot.dial.StandardDialRange.equals(Object),8,9,1,9
org.jfree.chart.plot.dial.StandardDialRange.getInnerRadius(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.getLowerBound(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.getOuterRadius(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.getPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.getScaleIndex(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.getUpperBound(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.readObject(ObjectInputStream),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialRange.setBounds(double, double)",1,2,1,2
org.jfree.chart.plot.dial.StandardDialRange.setInnerRadius(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.setLowerBound(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialRange.setOuterRadius(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.setPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.setScaleIndex(int),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRange.setUpperBound(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialRange.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRangeTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRangeTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRangeTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialRangeTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.StandardDialScale(),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialScale.StandardDialScale(double, double, double, double, double, int)",1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.angleToValue(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.clone(),0,1,1,1
"org.jfree.chart.plot.dial.StandardDialScale.draw(Graphics2D, DialPlot, Rectangle2D, Rectangle2D)",19,5,7,11
org.jfree.chart.plot.dial.StandardDialScale.equals(Object),19,20,1,20
org.jfree.chart.plot.dial.StandardDialScale.getExtent(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getFirstTickLabelVisible(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getLowerBound(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMajorTickIncrement(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMajorTickLength(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMajorTickPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMajorTickStroke(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMinorTickCount(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMinorTickLength(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMinorTickPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getMinorTickStroke(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getStartAngle(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickLabelFont(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickLabelFormatter(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickLabelOffset(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickLabelPaint(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickLabelsVisible(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getTickRadius(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.getUpperBound(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.hashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.isClippedToWindow(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setExtent(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setFirstTickLabelVisible(boolean),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setLowerBound(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setMajorTickIncrement(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.setMajorTickLength(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.setMajorTickPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setMajorTickStroke(Stroke),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setMinorTickCount(int),1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.setMinorTickLength(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.setMinorTickPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setMinorTickStroke(Stroke),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setStartAngle(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickLabelFont(Font),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickLabelFormatter(NumberFormat),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickLabelOffset(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickLabelPaint(Paint),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickLabelsVisible(boolean),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.setTickRadius(double),1,2,1,2
org.jfree.chart.plot.dial.StandardDialScale.setUpperBound(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.valueToAngle(double),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScale.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testAngleToValue(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testCloning(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testEquals(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testHashCode(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.dial.StandardDialScaleTest.testValueToAngle(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.FlowPlot(FlowDataset),1,1,2,2
org.jfree.chart.plot.flow.FlowPlot.clone(),0,1,1,1
"org.jfree.chart.plot.flow.FlowPlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",88,5,32,33
org.jfree.chart.plot.flow.FlowPlot.equals(Object),13,14,1,14
org.jfree.chart.plot.flow.FlowPlot.getDataset(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getDefaultNodeColor(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getDefaultNodeLabelFont(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getDefaultNodeLabelPaint(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getFlowMargin(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeColorSwatch(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeFillColor(NodeKey),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeLabelAlignment(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeLabelOffsetX(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeLabelOffsetY(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeMargin(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getNodeWidth(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getPlotType(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.getToolTipGenerator(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.hashCode(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.labelY(Rectangle2D),3,3,3,3
org.jfree.chart.plot.flow.FlowPlot.lookupNodeColor(NodeKey),19,6,6,7
org.jfree.chart.plot.flow.FlowPlot.setDataset(FlowDataset),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setDefaultNodeColor(Color),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setDefaultNodeLabelFont(Font),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setDefaultNodeLabelPaint(Paint),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setFlowMargin(double),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeColorSwatch(List<Color>),0,1,1,1
"org.jfree.chart.plot.flow.FlowPlot.setNodeFillColor(NodeKey, Color)",0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeLabelAlignment(VerticalAlignment),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeLabelOffsetX(double),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeLabelOffsetY(double),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeMargin(double),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setNodeWidth(double),0,1,1,1
org.jfree.chart.plot.flow.FlowPlot.setToolTipGenerator(FlowLabelGenerator),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setDefaultNodeColorTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setDefaultNodeLabelFontTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setDefaultNodeLabelOffsetXTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setDefaultNodeLabelOffsetYTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setDefaultNodeLabelPaintTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setFlowMarginTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setNodeFillColorTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setNodeLabelAlignmentTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setNodeMarginTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.setToolTipGeneratorTriggersChangeEvent(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.testEquals(),0,1,1,1
"org.jfree.chart.plot.flow.FlowPlotTest.testIndependence(FlowPlot, FlowPlot)",0,1,1,1
org.jfree.chart.plot.flow.FlowPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.pie.AbstractPieLabelDistributor.AbstractPieLabelDistributor(),0,1,1,1
org.jfree.chart.plot.pie.AbstractPieLabelDistributor.addPieLabelRecord(PieLabelRecord),0,1,1,1
org.jfree.chart.plot.pie.AbstractPieLabelDistributor.clear(),0,1,1,1
org.jfree.chart.plot.pie.AbstractPieLabelDistributor.getItemCount(),0,1,1,1
org.jfree.chart.plot.pie.AbstractPieLabelDistributor.getPieLabelRecord(int),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.MultiplePiePlot(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.MultiplePiePlot(CategoryDataset),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.clone(),0,1,1,1
"org.jfree.chart.plot.pie.MultiplePiePlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",28,2,10,15
org.jfree.chart.plot.pie.MultiplePiePlot.equals(Object),9,10,1,10
org.jfree.chart.plot.pie.MultiplePiePlot.getAggregatedItemsKey(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getAggregatedItemsPaint(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getDataExtractOrder(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getDataset(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getLegendItemShape(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getLegendItems(),6,3,5,7
org.jfree.chart.plot.pie.MultiplePiePlot.getLimit(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getPieChart(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.getPlotType(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.prefetchSectionPaints(),20,1,8,8
org.jfree.chart.plot.pie.MultiplePiePlot.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setAggregatedItemsKey(Comparable),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setAggregatedItemsPaint(Paint),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setDataExtractOrder(TableOrder),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setDataset(CategoryDataset),2,1,3,3
org.jfree.chart.plot.pie.MultiplePiePlot.setLegendItemShape(Shape),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setLimit(double),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlot.setPieChart(JFreeChart),1,2,1,2
org.jfree.chart.plot.pie.MultiplePiePlot.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.testConstructor(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.testGetLegendItems(),0,1,1,1
org.jfree.chart.plot.pie.MultiplePiePlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelDistributor.PieLabelDistributor(int),0,1,1,1
"org.jfree.chart.plot.pie.PieLabelDistributor.adjustDownwards(double, double)",3,1,3,3
org.jfree.chart.plot.pie.PieLabelDistributor.adjustInwards(),8,1,5,5
"org.jfree.chart.plot.pie.PieLabelDistributor.adjustUpwards(double, double)",3,1,3,3
"org.jfree.chart.plot.pie.PieLabelDistributor.distributeLabels(double, double)",3,1,4,4
org.jfree.chart.plot.pie.PieLabelDistributor.isOverlap(),3,3,2,3
org.jfree.chart.plot.pie.PieLabelDistributor.sort(),0,1,1,1
"org.jfree.chart.plot.pie.PieLabelDistributor.spreadEvenly(double, double)",3,1,4,4
org.jfree.chart.plot.pie.PieLabelDistributor.toString(),1,1,2,2
"org.jfree.chart.plot.pie.PieLabelRecord.PieLabelRecord(Comparable, double, double, TextBox, double, double, double)",0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.compareTo(Object),4,1,1,4
org.jfree.chart.plot.pie.PieLabelRecord.equals(Object),10,11,1,11
org.jfree.chart.plot.pie.PieLabelRecord.getAllocatedY(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getAngle(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getBaseY(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getGap(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getKey(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getLabel(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getLabelHeight(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getLinkPercent(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getLowerY(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.getUpperY(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.setAllocatedY(double),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.setBaseY(double),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecord.toString(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecordTest.testCloning(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecordTest.testEquals(),0,1,1,1
org.jfree.chart.plot.pie.PieLabelRecordTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.PiePlot(),0,1,1,1
org.jfree.chart.plot.pie.PiePlot.PiePlot(PieDataset<K>),1,1,2,2
org.jfree.chart.plot.pie.PiePlot.clearSectionOutlinePaints(boolean),1,1,2,2
org.jfree.chart.plot.pie.PiePlot.clearSectionOutlineStrokes(boolean),1,1,2,2
org.jfree.chart.plot.pie.PiePlot.clearSectionPaints(boolean),1,1,2,2
org.jfree.chart.plot.pie.PiePlot.clone(),2,1,3,3
"org.jfree.chart.plot.pie.PiePlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",9,1,5,7
"org.jfree.chart.plot.pie.PiePlot.drawItem(Graphics2D, int, Rectangle2D, PiePlotState, int)",34,4,13,15
"org.jfree.chart.plot.pie.PiePlot.drawLabels(Graphics2D, List<K>, double, Rectangle2D, Rectangle2D, PiePlotState)",14,1,6,7
"org.jfree.chart.plot.pie.PiePlot.drawLeftLabel(Graphics2D, PiePlotState, PieLabelRecord)",5,1,5,5
"org.jfree.chart.plot.pie.PiePlot.drawLeftLabels(KeyedValues<K>, Graphics2D, Rectangle2D, Rectangle2D, float, PiePlotState)",8,1,5,5
"org.jfree.chart.plot.pie.PiePlot.drawPie(Graphics2D, Rectangle2D, PlotRenderingInfo)",27,1,12,15
"org.jfree.chart.plot.pie.PiePlot.drawRightLabel(Graphics2D, PiePlotState, PieLabelRecord)",5,1,5,5
